productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extEnergyCost,extPowerCost,extMight,extCardType,extTag,extDomain,extFlavorText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
662913,Pakaa Cub,Pakaa Cub,https://tcgplayer-cdn.tcgplayer.com/product/662913_200w.jpg,89,24528,https://cpt.tcgcsv.com/hbk7,2025-11-14T16:01:30.833,0,Promo,135/298,3,0,3,Unit,Cat;Ixtal,Body,"<em>""Oh it's so cute!"" -Common last words</em>",0.06,0.35,5.0,0.28,,Foil
662914,Blazing Scorcher,Blazing Scorcher,https://tcgplayer-cdn.tcgplayer.com/product/662914_200w.jpg,89,24528,https://cpt.tcgcsv.com/jbk7,2025-11-14T16:03:58.37,0,Promo,001/298,5,0,5,Unit,Noxus;Dragon,Fury,,0.07,0.4,5.0,0.31,,Foil
662915,Stormclaw Ursine,Stormclaw Ursine,https://tcgplayer-cdn.tcgplayer.com/product/662915_200w.jpg,89,24528,https://cpt.tcgcsv.com/kbk7,2025-11-14T16:02:54.617,0,Promo,137/298,7,0,6,Unit,Freljord,Body,"<em>""The Ursine speak for man, and the wild responds."" -Volibear</em>",0.09,0.4,5.0,0.26,,Foil
662916,Riptide Rex,Riptide Rex,https://tcgplayer-cdn.tcgplayer.com/product/662916_200w.jpg,89,24528,https://cpt.tcgcsv.com/lbk7,2025-11-14T16:02:23.74,0,Promo,092/298,6,2,6,Unit,Bilgewater;Pirate,Mind,"<em>""Rainin' fire!""</em>",0.19,0.75,5.0,0.32,,Foil
662917,Daring Poro,Daring Poro,https://tcgplayer-cdn.tcgplayer.com/product/662917_200w.jpg,89,24528,https://cpt.tcgcsv.com/mbk7,2025-11-14T16:04:45.37,0,Promo,210/298,2,0,2,Unit,Poro,Order,"<em>Don't worry, they love it.</em>",0.2,0.67,9.99,0.45,,Foil
662918,Stealthy Pursuer,Stealthy Pursuer,https://tcgplayer-cdn.tcgplayer.com/product/662918_200w.jpg,89,24528,https://cpt.tcgcsv.com/nbk7,2025-11-14T16:02:49.61,0,Promo,177/298,4,1,4,Unit,Shurima,Chaos,"<em>""Anywhere you can go, I can go better.""</em>",0.11,0.48,5.0,0.29,,Foil
662919,Wielder of Water,Wielder of Water,https://tcgplayer-cdn.tcgplayer.com/product/662919_200w.jpg,89,24528,https://cpt.tcgcsv.com/pbk7,2025-11-14T16:11:59.577,0,Promo,055/298,3,0,2,Unit,Ionia,Calm,<em>Each drop an ocean of possibilities.</em>,0.17,0.6,5.0,0.35,,Foil
662920,Mystic Poro,Mystic Poro,https://tcgplayer-cdn.tcgplayer.com/product/662920_200w.jpg,89,24528,https://cpt.tcgcsv.com/qbk7,2025-11-07T20:49:41.743,0,Common,171/298,2,0,2,Unit,Poro,Chaos,"<em>Forecast: Sunny, with a chance of snax.</em>",0.14,0.5,5.0,0.34,,Foil
662921,Discipline,Discipline,https://tcgplayer-cdn.tcgplayer.com/product/662921_200w.jpg,89,24528,https://cpt.tcgcsv.com/rbk7,2025-11-14T16:05:50.227,0,Promo,058/298,2,0,0,Spell,,Calm,<em>A blade is only as sharp as the one who wields it.</em>,0.5,1.34,19.99,1.16,,Foil
662922,Void Seeker,Void Seeker,https://tcgplayer-cdn.tcgplayer.com/product/662922_200w.jpg,89,24528,https://cpt.tcgcsv.com/sbk7,2025-11-14T16:11:10.27,0,Promo,024/298,3,1,0,Spell,,Fury,"<em>""It's a good day for a hunt."" -Kai'Sa</em>",0.75,1.25,10.0,1.06,,Foil
662923,Ravenbloom Student,Ravenbloom Student,https://tcgplayer-cdn.tcgplayer.com/product/662923_200w.jpg,89,24528,https://cpt.tcgcsv.com/tbk7,2025-11-14T16:02:07.447,0,Promo,103/298,2,0,2,Unit,Noxus,Mind,<em>A little knowledge is a dangerous thing. A lot of knowledge is awesome.</em>,0.25,1.27,13.0,0.9,,Foil
668440,Miss Fortune - Buccaneer,Miss Fortune Buccaneer,https://tcgplayer-cdn.tcgplayer.com/product/668440_200w.jpg,89,24528,https://cpt.tcgcsv.com/Qnm7,2025-12-09T19:42:41.883,1,Promo,193/298,4,1,4,Champion Unit,Bilgewater;Miss Fortune;Pirate,Chaos,"<em>""I always shoot first.""</em>",274.01,337.5,500.0,135.21,,Foil
668441,Tryndamere - Barbarian,Tryndamere Barbarian,https://tcgplayer-cdn.tcgplayer.com/product/668441_200w.jpg,89,24528,https://cpt.tcgcsv.com/Rnm7,2025-12-09T19:52:21.793,1,Promo,034/298,7,2,8,Champion Unit,Freljord;Tryndamere,Fury,"<em>""You never stood a chance.""</em>",0.7,1.93,100.0,1.35,,Foil
668450,Blitzcrank - Impassive,Blitzcrank Impassive,https://tcgplayer-cdn.tcgplayer.com/product/668450_200w.jpg,89,24528,https://cpt.tcgcsv.com/0pm7,2025-12-09T20:00:50.41,1,Promo,067/298,5,1,5,Champion Unit,Blitzcrank;Mech;Zaun,Calm,,4.75,7.49,44.98,6.59,,Foil
669250,Kai'Sa - Daughter of the Void (Metal),KaiSa Daughter of the Void Metal,https://tcgplayer-cdn.tcgplayer.com/product/669250_200w.jpg,89,24528,https://cpt.tcgcsv.com/0Km7,2026-02-02T18:05:55.667,1,Promo,247/298,0,0,0,Legend,Kai'Sa,Fury;Mind,,3200.0,3200.0,3200.0,1999.0,,Foil
669251,Volibear - Relentless Storm (Metal),Volibear Relentless Storm Metal,https://tcgplayer-cdn.tcgplayer.com/product/669251_200w.jpg,89,24528,https://cpt.tcgcsv.com/2Km7,2026-02-02T18:09:24.903,1,Promo,249/298,0,0,0,Legend,Volibear,Fury;Body,,,,,,,
669252,Jinx - Loose Cannon (Metal),Jinx Loose Cannon Metal,https://tcgplayer-cdn.tcgplayer.com/product/669252_200w.jpg,89,24528,https://cpt.tcgcsv.com/3Km7,2026-02-02T18:05:44.047,1,Promo,251/298,0,0,0,Legend,Jinx,Fury;Chaos,,2499.96,2500.46,2500.95,,,Foil
669253,Darius - Hand of Noxus (Metal),Darius Hand of Noxus Metal,https://tcgplayer-cdn.tcgplayer.com/product/669253_200w.jpg,89,24528,https://cpt.tcgcsv.com/5Km7,2026-02-02T18:05:17.297,1,Promo,253/298,0,0,0,Legend,Darius,Fury;Order,,,,,,,
669254,Ahri - Nine-Tailed Fox (Metal),Ahri Nine Tailed Fox Metal,https://tcgplayer-cdn.tcgplayer.com/product/669254_200w.jpg,89,24528,https://cpt.tcgcsv.com/6Km7,2026-02-02T18:04:46.097,1,Promo,255/298,0,0,0,Legend,Ahri,Calm;Mind,,4999.99,4999.99,4999.99,4999.99,,Foil
669256,Lee Sin - Blind Monk (Metal),Lee Sin Blind Monk Metal,https://tcgplayer-cdn.tcgplayer.com/product/669256_200w.jpg,89,24528,https://cpt.tcgcsv.com/8Km7,2026-02-02T18:06:05.833,1,Promo,257/298,0,0,0,Legend,Lee Sin,Calm;Body,,1948.71,1949.35,1949.98,1299.99,,Foil
669257,Yasuo - Unforgiven (Metal),Yasuo Unforgiven Metal,https://tcgplayer-cdn.tcgplayer.com/product/669257_200w.jpg,89,24528,https://cpt.tcgcsv.com/9Km7,2026-02-02T18:09:37.763,1,Promo,259/298,0,0,0,Legend,Yasuo,Calm;Chaos,,2500.0,3050.0,3600.0,,,Foil
669258,Leona - Radiant Dawn (Metal),Leona Radiant Dawn Metal,https://tcgplayer-cdn.tcgplayer.com/product/669258_200w.jpg,89,24528,https://cpt.tcgcsv.com/bKm7,2026-02-02T18:06:24.977,1,Promo,261/298,0,0,0,Legend,Leona,Calm;Order,,2200.0,2850.0,3500.0,,,Foil
669259,Teemo - Swift Scout (Metal),Teemo Swift Scout Metal,https://tcgplayer-cdn.tcgplayer.com/product/669259_200w.jpg,89,24528,https://cpt.tcgcsv.com/cKm7,2026-02-02T18:09:00.093,1,Promo,263/298,0,0,0,Legend,Teemo,Mind;Chaos,,,,,,,
669260,Viktor - Herald of the Arcane (Metal),Viktor Herald of the Arcane Metal,https://tcgplayer-cdn.tcgplayer.com/product/669260_200w.jpg,89,24528,https://cpt.tcgcsv.com/dKm7,2026-02-02T18:09:15.607,1,Promo,265/298,0,0,0,Legend,Viktor,Mind;Order,,3399.99,3401.0,3402.0,,,Foil
669261,Miss Fortune - Bounty Hunter (Metal),Miss Fortune Bounty Hunter Metal,https://tcgplayer-cdn.tcgplayer.com/product/669261_200w.jpg,89,24528,https://cpt.tcgcsv.com/fKm7,2026-02-02T18:08:36.527,1,Promo,267/298,0,0,0,Legend,Miss Fortune,Body;Chaos,,4999.99,4999.99,4999.99,,,Foil
669263,Sett - The Boss (Metal),Sett The Boss Metal,https://tcgplayer-cdn.tcgplayer.com/product/669263_200w.jpg,89,24528,https://cpt.tcgcsv.com/hKm7,2026-02-02T18:08:49.167,1,Promo,269/298,,,,Legend,Sett,Body;Order,,5000.0,5000.0,5000.0,,,Foil
669265,Annie - Dark Child (Metal),Annie Dark Child Metal,https://tcgplayer-cdn.tcgplayer.com/product/669265_200w.jpg,89,24528,https://cpt.tcgcsv.com/kKm7,2026-02-02T18:05:02.157,1,Promo,017/024,0,0,0,Legend,Annie,Fury;Chaos,,2500.95,2500.95,2500.95,,,Foil
669266,Master Yi - Wuju Bladesman (Metal),Master Yi Wuju Bladesman Metal,https://tcgplayer-cdn.tcgplayer.com/product/669266_200w.jpg,89,24528,https://cpt.tcgcsv.com/lKm7,2026-02-02T18:08:25.983,1,Promo,019/024,0,0,0,Legend,Master Yi,Calm;Body,,2222.22,2222.61,2223.0,1935.0,,Foil
669267,Lux - Lady of Luminosity (Metal),Lux Lady of Luminosity Metal,https://tcgplayer-cdn.tcgplayer.com/product/669267_200w.jpg,89,24528,https://cpt.tcgcsv.com/mKm7,2026-02-02T18:06:31.863,1,Rare,021/024,0,0,0,Legend,Lux,Mind;Order,,,,,,,
669268,Garen - Might of Demacia (Metal),Garen Might of Demacia Metal,https://tcgplayer-cdn.tcgplayer.com/product/669268_200w.jpg,89,24528,https://cpt.tcgcsv.com/nKm7,2026-02-02T18:05:31.517,1,Rare,023/024,0,0,0,Legend,Garen,Body;Order,,2200.0,2200.0,2200.0,1349.99,,Foil
678194,Yone - Blademaster,Yone Blademaster,https://tcgplayer-cdn.tcgplayer.com/product/678194_200w.jpg,89,24528,https://cpt.tcgcsv.com/Vhr7,2026-02-13T05:10:19.82,1,Promo,116/221,5,1,5,Champion Unit,Ionia;Yone;Demon,Body,,0.6,1.07,500.0,1.06,,Normal
680247,Annie - Dark Child,Annie Dark Child,https://tcgplayer-cdn.tcgplayer.com/product/680247_200w.jpg,89,24528,https://cpt.tcgcsv.com/Z6s7,2026-02-20T16:35:34.007,0,Promo,017/024,0,0,0,Legend,Annie,Fury;Chaos,,46.99,49.33,2000.0,49.97,,Foil
680254,Tibbers,Tibbers,https://tcgplayer-cdn.tcgplayer.com/product/680254_200w.jpg,89,24528,https://cpt.tcgcsv.com/67s7,2026-02-20T16:38:15.043,0,Promo,018/024,8,2,7,Signature Unit,Annie,Fury;Chaos,"<em>""Bear hug!"" -Annie</em>",21.73,22.98,25.0,18.99,,Foil
680257,Master Yi - Wuju Bladesman,Master Yi Wuju Bladesman,https://tcgplayer-cdn.tcgplayer.com/product/680257_200w.jpg,89,24528,https://cpt.tcgcsv.com/97s7,2026-02-20T16:40:31.097,0,Promo,019/024,0,0,0,Legend,Master Yi,Calm;Body,,35.0,83.0,1500.0,33.05,,Foil
680260,Highlander,Highlander,https://tcgplayer-cdn.tcgplayer.com/product/680260_200w.jpg,89,24528,https://cpt.tcgcsv.com/d7s7,2026-02-20T16:42:25.553,0,Promo,020/024,4,0,0,Signature Spell,Master Yi,Calm;Body,,5.0,6.99,10.99,11.27,,Foil
680262,Lux - Lady of Luminosity,Lux Lady of Luminosity,https://tcgplayer-cdn.tcgplayer.com/product/680262_200w.jpg,89,24528,https://cpt.tcgcsv.com/g7s7,2026-02-20T16:43:48.983,0,Promo,021/024,0,0,0,Legend,Lux,Mind;Order,,49.98,50.31,75.0,54.38,,Foil
680263,Final Spark,Final Spark,https://tcgplayer-cdn.tcgplayer.com/product/680263_200w.jpg,89,24528,https://cpt.tcgcsv.com/h7s7,2026-02-20T16:44:59.93,0,Promo,022/024,8,0,0,Signature Spell,Lux,Mind;Order,,35.79,36.99,38.3,37.95,,Foil
680266,Garen - Might of Demacia,Garen Might of Demacia,https://tcgplayer-cdn.tcgplayer.com/product/680266_200w.jpg,89,24528,https://cpt.tcgcsv.com/l7s7,2026-02-20T16:46:27.223,0,Promo,023/024,0,0,0,Legend,Garen,Body;Order,,31.0,33.0,55.0,32.33,,Foil
680270,Decisive Strike,Decisive Strike,https://tcgplayer-cdn.tcgplayer.com/product/680270_200w.jpg,89,24528,https://cpt.tcgcsv.com/q7s7,2026-02-20T16:50:14.073,0,Promo,024/024,5,1,0,Signature Spell,Garen,Body;Order,,9.0,17.0,34.0,,,Foil
680274,Fury Rune (R01b),Fury Rune R01b,https://tcgplayer-cdn.tcgplayer.com/product/680274_200w.jpg,89,24528,https://cpt.tcgcsv.com/v7s7,2026-02-20T16:56:42.853,0,Promo,R01b,0,0,0,Rune,,Fury,,18.36,26.24,40.0,19.78,,Foil
680282,Blast Corps Cadet,Blast Corps Cadet,https://tcgplayer-cdn.tcgplayer.com/product/680282_200w.jpg,89,24528,https://cpt.tcgcsv.com/G7s7,2026-02-20T17:03:40.5,0,Promo,013/221,2,,2,Unit,Piltover,,"<em>The bigger the bangs, the less you have to aim.</em>",1.0,1.5,15.0,1.3,,Foil
680286,Gem Jammer,Gem Jammer,https://tcgplayer-cdn.tcgplayer.com/product/680286_200w.jpg,89,24528,https://cpt.tcgcsv.com/L7s7,2026-02-20T17:05:10.387,0,Promo,007/221,2,0,2,Unit,Bandle City;Mech,Fury,"<em>""You have GOT to see this.""</em>",2.0,2.99,6.01,4.17,,Foil
680296,Annie - Fiery,Annie Fiery,https://tcgplayer-cdn.tcgplayer.com/product/680296_200w.jpg,89,24528,https://cpt.tcgcsv.com/X7s7,2026-02-20T17:10:41.077,0,Promo,001/024,5,1,4,Champion Unit,Annie,Fury,"<em>""I never play with matches.""</em>",22.5,30.0,40.0,25.0,,Foil
680301,Serrated Dirk,Serrated Dirk,https://tcgplayer-cdn.tcgplayer.com/product/680301_200w.jpg,89,24528,https://cpt.tcgcsv.com/28s7,2026-02-20T17:12:25.277,0,Promo,009/221,1,,,Gear,Equipment,,,0.75,1.24,5.0,1.04,,Foil
680304,Calm Rune (R02b),Calm Rune R02b,https://tcgplayer-cdn.tcgplayer.com/product/680304_200w.jpg,89,24528,https://cpt.tcgcsv.com/68s7,2026-02-20T17:16:29.037,0,Promo,R02b,0,0,0,Rune,,Calm,,15.98,18.65,20.0,16.28,,Foil
680311,Navori Scout,Navori Scout,https://tcgplayer-cdn.tcgplayer.com/product/680311_200w.jpg,89,24528,https://cpt.tcgcsv.com/f8s7,2026-02-20T17:18:13.053,0,Promo,037/221,4,,4,Unit,Ionia;Yordle,Calm,<em>The Navori Brotherhood has neither a height requirement nor a retirement age.</em>,2.0,2.25,5.0,3.24,,Foil
680319,Stellacorn Herder,Stellacorn Herder,https://tcgplayer-cdn.tcgplayer.com/product/680319_200w.jpg,89,24528,https://cpt.tcgcsv.com/p8s7,2026-02-20T17:22:30.32,0,Promo,048/221,4,0,3,Unit,Mount Targon,Calm,"<em>""Finding lost stellacorns is easy! It's catching them that's the hard part.""</em>",7.74,9.95,24.99,10.69,,Foil
680323,Master Yi - Meditative,Master Yi Meditative,https://tcgplayer-cdn.tcgplayer.com/product/680323_200w.jpg,89,24528,https://cpt.tcgcsv.com/t8s7,2026-02-20T17:23:51.183,0,Promo,004/024,5,1,4,Champion Unit,Master Yi;Ionia,Calm,"<em>""Anger gives motivation without purpose.""</em>",8.47,11.45,15.16,8.47,,Foil
680326,Doran's Shield,Dorans Shield,https://tcgplayer-cdn.tcgplayer.com/product/680326_200w.jpg,89,24528,https://cpt.tcgcsv.com/x8s7,2026-02-20T17:24:27.067,0,Promo,033/221,1,0,0,Gear,Equipment,Calm,,1.0,2.0,5.0,2.91,,Foil
680331,Mind Rune (R03b),Mind Rune R03b,https://tcgplayer-cdn.tcgplayer.com/product/680331_200w.jpg,89,24528,https://cpt.tcgcsv.com/F8s7,2026-02-20T17:27:06.477,0,Promo,R03b,0,0,0,Rune,,Mind,,21.96,25.0,39.0,25.18,,Foil
680334,Frostcoat Cub,Frostcoat Cub,https://tcgplayer-cdn.tcgplayer.com/product/680334_200w.jpg,89,24528,https://cpt.tcgcsv.com/J8s7,2026-02-20T17:28:09.677,0,Promo,067/221,3,,3,Unit,Dog;Freljord,Mind,"<em>In the Freljord, cuteness is just another survival tactic.</em>",0.25,0.7,5.0,0.6,,Foil
680336,Production Surge,Production Surge,https://tcgplayer-cdn.tcgplayer.com/product/680336_200w.jpg,89,24528,https://cpt.tcgcsv.com/L8s7,2026-02-20T17:28:56.563,0,Promo,076/221,4,1,0,Spell,,Mind,"<em>When in doubt, make more mechs.</em>",1.43,1.66,5.0,2.37,,Foil
680339,Lux - Illuminated,Lux Illuminated,https://tcgplayer-cdn.tcgplayer.com/product/680339_200w.jpg,89,24528,https://cpt.tcgcsv.com/P8s7,2026-02-20T17:30:26.17,0,Promo,006/024,6,1,5,Champion Unit,Lux;Demacia,Mind,"<em>""No more holding back!""</em>",7.59,7.9,23.0,6.9,,Foil
680343,Cloth Armor,Cloth Armor,https://tcgplayer-cdn.tcgplayer.com/product/680343_200w.jpg,89,24528,https://cpt.tcgcsv.com/T8s7,2026-02-20T17:32:17.76,0,Promo,064/221,1,,,Gear,Equipment,Mind,,3.0,4.13,15.0,4.96,,Foil
680347,Body Rune (R04b),Body Rune R04b,https://tcgplayer-cdn.tcgplayer.com/product/680347_200w.jpg,89,24528,https://cpt.tcgcsv.com/Z8s7,2026-02-20T17:34:16.04,0,Promo,R04b,0,0,0,Rune,,Body,,25.49,28.47,38.0,25.49,,Foil
680354,Sea Monkey,Sea Monkey,https://tcgplayer-cdn.tcgplayer.com/product/680354_200w.jpg,89,24528,https://cpt.tcgcsv.com/69s7,2026-02-20T17:36:59.653,0,Promo,098/221,2,,2,Unit,Bilgewater;Pirate,Body,"<em>""Do, monkey.""<br>—Nilah</em>",1.0,2.18,19.99,2.12,,Foil
